,gene_id,gene_name
3506,3506,ZNF428
3507,3507,TDP1
3508,3508,COPS5
3509,3509,PFKM
3510,3510,PSMA5
3511,3511,ANAPC5
3512,3512,FAM207A
3513,3513,DMXL2
3514,3514,MCMBP
3515,3515,SLTM
3516,3516,PPP4R2
3517,3517,MTPN
3518,3518,RNF168
3519,3519,BIRC7
3520,3520,SS18
3521,3521,NDUFB10
3522,3522,STOML2
3523,3523,GOLGA3
3524,3524,IRF3
3525,3525,ZNF850
3526,3526,ZNF276
3527,3527,SLC43A1
3528,3528,SLC38A10
3529,3529,GAS5
3530,3530,STK39
3531,3531,ARHGDIB
3532,3532,PJA2
3533,3533,PRRX1
3534,3534,JAG1
3535,3535,TANK
3536,3536,METAP1D
3537,3537,DIP2C
3538,3538,CORO1C
3539,3539,ATP5B
3540,3540,CCNB1
3541,3541,ACSL4
3542,3542,UBXN4
3543,3543,INO80C
3544,3544,SEPT11
3545,3545,NUDT15
3546,3546,PSMC6
3547,3547,GTSF1
3548,3548,OXSM
3549,3549,PIGN
3550,3550,APLNR
3551,3551,CHTF8
3552,3552,MRPL40
3553,3553,ADSL
3554,3554,NDUFA9
3555,3555,SMG9
3556,3556,ANP32B
3557,3557,CRYZ
3558,3558,DIP2B
3559,3559,MYL9
3560,3560,FCHSD1
3561,3561,RBM38
3562,3562,ELAC2
3563,3563,DHRS1
3564,3564,RLIM
3565,3565,DLST
3566,3566,GHDC
3567,3567,FAM213B
3568,3568,EIF4H
3569,3569,STAU1
3570,3570,CXCL10
3571,3571,B4GALT3
3572,3572,ELK3
3573,3573,MTMR2
3574,3574,BZW1
3575,3575,LPIN2
3576,3576,NAPA
3577,3577,PPP3CB
3578,3578,DDX42
3579,3579,CORO2B
3580,3580,GLUD1
3581,3581,UPF3A
3582,3582,MAP3K11
3583,3583,VPS45
3584,3584,ARHGAP35
3585,3585,PCNXL3
3586,3586,NNT
3587,3587,ITGB1
3588,3588,MTAP
3589,3589,RAB40C
3590,3590,DCAF8
3591,3591,TMEM263
3592,3592,GPN2
3593,3593,POLR2F
3594,3594,TMEM39B
3595,3595,TSTD1
3596,3596,COX7B
3597,3597,MTFP1
3598,3598,CCDC112
3599,3599,RSRC1
3600,3600,PKP4
3601,3601,NDUFA6
3602,3602,EEF1G
3603,3603,HMGA2
3604,3604,ANKRD10
3605,3605,HCFC1
3606,3606,DCUN1D5
3607,3607,EARS2
3608,3608,MTMR14
3609,3609,E2F6
3610,3610,YBX3
3611,3611,RNF139
3612,3612,DAZAP2
3613,3613,ATP6V1E1
3614,3614,TRIB3
3615,3615,CCNI
3616,3616,PDIA3
3617,3617,SLC5A3
3618,3618,KMT2B
3619,3619,BBC3
3620,3620,UBOX5
3621,3621,MACF1
3622,3622,WDTC1
3623,3623,SPRED2
3624,3624,ZEB1
3625,3625,FZD6
3626,3626,THAP8
3627,3627,TNFRSF13C
3628,3628,RAB2A
3629,3629,CLPTM1
3630,3630,KLHL26
3631,3631,WDR75
3632,3632,MED21
3633,3633,HERPUD2
3634,3634,RABGGTB
3635,3635,TANC1
3636,3636,SDCBP
3637,3637,DDB1
3638,3638,EFEMP2
3639,3639,ZNF396
3640,3640,NDN
3641,3641,SLC9A3R2
3642,3642,CD47
3643,3643,DUS1L
3644,3644,MRPS6
3645,3645,MAPK14
3646,3646,RHOBTB3
3647,3647,COPB1
3648,3648,CTC-444N24.11
3649,3649,SMC5
3650,3650,LRRC37A
3651,3651,NELFA
3652,3652,UBE2E1
3653,3653,RPRD1A
3654,3654,GTF3C5
3655,3655,GM2A
3656,3656,IL31RA
3657,3657,ATP5SL
3658,3658,COMMD7
3659,3659,OTULIN
3660,3660,NOB1
3661,3661,CTTN
3662,3662,ILF3
3663,3663,NOSIP
3664,3664,TATDN3
3665,3665,HLA-DRA
3666,3666,MRPL43
3667,3667,CHD7
3668,3668,AKAP6
3669,3669,ADPRM
3670,3670,SLAIN2
3671,3671,ATG12
3672,3672,BRIP1
3673,3673,MXD4
3674,3674,ETF1
3675,3675,TYROBP
3676,3676,ITPKB
3677,3677,DIDO1
3678,3678,LRRFIP2
3679,3679,DHRS7B
3680,3680,ERH
3681,3681,CYBA
3682,3682,PDS5A
3683,3683,ZSCAN32
3684,3684,CCM2
3685,3685,VARS
3686,3686,CTD-3025N20.3
3687,3687,CASP4
3688,3688,BCCIP
3689,3689,NHLRC3
3690,3690,TMEM41A
3691,3691,VCAM1
3692,3692,SPTA1
3693,3693,POMT1
3694,3694,FAM3A
3695,3695,MT1X
3696,3696,RP11-410C4.5
3697,3697,CHTOP
3698,3698,MBP
3699,3699,OPLAH
3700,3700,CDK2
3701,3701,ATG16L2
3702,3702,KIAA1429
3703,3703,RP11-210M15.2
3704,3704,ZNF511
3705,3705,RAB17
3706,3706,HMGXB4
3707,3707,RHBDD2
3708,3708,NARS
3709,3709,HNRNPDL
3710,3710,RIPK4
3711,3711,PEX6
3712,3712,SEPT7
3713,3713,POLD1
3714,3714,CNOT2
3715,3715,INSIG1
3716,3716,ASB8
3717,3717,COL4A3BP
3718,3718,ADPRHL2
3719,3719,RFC4
3720,3720,TNKS2
3721,3721,ARF1
3722,3722,RP5-1198O20.4
3723,3723,CLDN5
3724,3724,ZNF789
3725,3725,RNF14
3726,3726,TMEM185B
3727,3727,MAP2K3
3728,3728,TMEM14B
3729,3729,PTGDS
3730,3730,UNC93B1
3731,3731,SHARPIN
3732,3732,SLC43A2
3733,3733,ARHGAP27
3734,3734,SRSF10
3735,3735,FKBP15
3736,3736,BROX
3737,3737,ANAPC1
3738,3738,TNFRSF19
3739,3739,EXTL2
3740,3740,WBP2
3741,3741,DDX56
3742,3742,U2AF2
3743,3743,TOMM22
3744,3744,DGKD
3745,3745,THAP7
3746,3746,GABPB1
3747,3747,ACADVL
3748,3748,TDG
3749,3749,SRPRB
3750,3750,CD3E
3751,3751,ANKRD13D
3752,3752,RAP1B
3753,3753,XPO1
3754,3754,MTF2
3755,3755,BCAR1
3756,3756,PFKP
3757,3757,SRF
3758,3758,TOPBP1
3759,3759,PLCXD1
3760,3760,ISCA2
3761,3761,GGA2
3762,3762,TAPBPL
3763,3763,KIF15
3764,3764,OTUB1
3765,3765,TMEM8A
3766,3766,ITM2A
3767,3767,CSTB
3768,3768,C9orf142
3769,3769,LGR4
3770,3770,EPC1
3771,3771,BCL7C
3772,3772,TNFRSF21
3773,3773,LRP12
3774,3774,PRKCH
3775,3775,MYO19
3776,3776,PTPN9
3777,3777,ATAD3A
3778,3778,UFSP2
3779,3779,C1orf50
3780,3780,MAP7D1
3781,3781,MAST2
3782,3782,IRF1
3783,3783,FAM134C
3784,3784,GNPNAT1
3785,3785,GYS1
3786,3786,TMEM14C
3787,3787,LIMS2
3788,3788,WRAP73
3789,3789,RAP1A
3790,3790,KNTC1
3791,3791,LRCH1
3792,3792,MAGEA1
3793,3793,RERE
3794,3794,AHDC1
3795,3795,COPB2
3796,3796,COL4A1
3797,3797,HIST2H2AA4_ENSG00000203812
3798,3798,GBP1
3799,3799,SKI
3800,3800,PPP1CB
3801,3801,FCGR1B
3802,3802,CLIC3
3803,3803,TUSC2
3804,3804,UNC5B
3805,3805,OGFOD3
3806,3806,TRIP4
3807,3807,SEC62
3808,3808,SLAMF7
3809,3809,CSNK2B
3810,3810,TRIT1
3811,3811,ITGB2
3812,3812,GOLGA7
3813,3813,SPAG9
3814,3814,IDH3G
3815,3815,ENO2
3816,3816,MZB1
3817,3817,WDR34
3818,3818,MTR
3819,3819,RBBP9
3820,3820,ZNF638
3821,3821,KHSRP
3822,3822,CDC42BPB
3823,3823,MCOLN3
3824,3824,LAT
3825,3825,PSMB8
3826,3826,REL
3827,3827,NAA10
3828,3828,VARS2
3829,3829,POLA2
3830,3830,FAM96A
3831,3831,AKNA
3832,3832,UBE2I
3833,3833,NUF2
3834,3834,KCNN1
3835,3835,ATXN7
3836,3836,MON2
3837,3837,ALDH7A1
3838,3838,ZBTB7A
3839,3839,PDGFRB
3840,3840,RP13-735L24.1
3841,3841,PKN1
3842,3842,MRPL28
3843,3843,MYOM2
3844,3844,NFKBID
3845,3845,TMEM229B
3846,3846,NFATC1
3847,3847,FPGS
3848,3848,THRAP3
3849,3849,JAK3
3850,3850,CCL5
3851,3851,MBOAT2
3852,3852,LLGL2
3853,3853,RAB35
3854,3854,ALAS1
3855,3855,MAP3K1
3856,3856,ZNF497
3857,3857,DEK
3858,3858,TCF3
3859,3859,SLC6A6
3860,3860,COPG1
3861,3861,PRPF4
3862,3862,YRDC
3863,3863,ITGA8
3864,3864,ZNF692
3865,3865,ADRM1
3866,3866,RWDD2B
3867,3867,UPF2
3868,3868,SRPK2
3869,3869,PPP4C
3870,3870,PEX19
3871,3871,UHRF1BP1
3872,3872,ITGAL
3873,3873,EGFL7
3874,3874,FAM32A
3875,3875,HYDIN
3876,3876,MRPL35
3877,3877,DDX27
3878,3878,SOS1
3879,3879,POLD2
3880,3880,ZHX1
3881,3881,SSR3
3882,3882,C22orf29
3883,3883,HMBS
3884,3884,PLK2
3885,3885,ABHD12
3886,3886,CNOT1
3887,3887,SYNE2
3888,3888,SCAF11
3889,3889,SUGP2
3890,3890,DAP3
3891,3891,TGFBR1
3892,3892,PPP1R15A
3893,3893,CYR61
3894,3894,G3BP1
3895,3895,POLE4
3896,3896,C21orf58
3897,3897,SNN
3898,3898,DSE
3899,3899,TK1
3900,3900,ZNF581
3901,3901,ARMCX3
3902,3902,SNF8
3903,3903,ID4
3904,3904,ACYP1
3905,3905,TMEM184B
3906,3906,CSF1R
3907,3907,C1orf198
3908,3908,ATP5G3
3909,3909,ENOPH1
3910,3910,CDC123
3911,3911,RELA
3912,3912,NLK
3913,3913,TTN
3914,3914,GLUD2
3915,3915,NEMF
3916,3916,NSD1
3917,3917,AMZ2
3918,3918,DCAF13
3919,3919,LHFP
3920,3920,DCBLD2
3921,3921,UGT2B7
3922,3922,COL6A3
3923,3923,ERAP2
3924,3924,LOXL3
3925,3925,SBF1
3926,3926,NUDT18
3927,3927,NUCB2
3928,3928,FAM174B
3929,3929,CRK
3930,3930,F12
3931,3931,EXOC7
3932,3932,IGSF6
3933,3933,RBM10
3934,3934,FIS1
3935,3935,SPTSSA
3936,3936,ZC3H13
3937,3937,CDV3
3938,3938,CD9
3939,3939,ACTR5
3940,3940,HDAC6
3941,3941,METTL17
3942,3942,ZNF469
3943,3943,WDR36
3944,3944,FAM26F
3945,3945,IFITM1
3946,3946,MAD2L1
3947,3947,GPRC5B
3948,3948,USP6NL
3949,3949,CHKB
3950,3950,DHRS4L2
3951,3951,HOOK2
3952,3952,IGJ
3953,3953,GLOD4
3954,3954,GCA
3955,3955,LINC00847
3956,3956,BAP1
3957,3957,PWWP2A
3958,3958,FTSJ1
3959,3959,CLK2
3960,3960,CAAP1
3961,3961,ALDH9A1
3962,3962,GAS8
3963,3963,FAM208A
3964,3964,RBFOX2
3965,3965,TFB1M
3966,3966,TIFAB
3967,3967,CCL4
3968,3968,DHCR24
3969,3969,SGK1
3970,3970,ENTHD2
3971,3971,ADSS
3972,3972,COG5
3973,3973,FBXO9
3974,3974,NUP98
3975,3975,NABP2
3976,3976,WTIP
3977,3977,RBPMS
3978,3978,LDLRAD3
3979,3979,NFYA
3980,3980,CUL9
3981,3981,HSPH1
3982,3982,SNAPC2
3983,3983,PFKFB4
3984,3984,MMP2
3985,3985,LYRM7
3986,3986,CEP170B
3987,3987,USP47
3988,3988,DDX17
3989,3989,PRCC
3990,3990,GFER
3991,3991,CPNE3
3992,3992,CCDC64
3993,3993,WAC
3994,3994,EFR3A
3995,3995,KIAA1033
3996,3996,LAG3
3997,3997,C16orf59
3998,3998,DNAJB2
3999,3999,TYW1
4000,4000,VRK1
4001,4001,MDM1
4002,4002,GEMIN2
4003,4003,LYSMD3
4004,4004,PIK3R4
4005,4005,ST7
4006,4006,PIAS4
4007,4007,TRNAU1AP
4008,4008,TMEM134
4009,4009,SIVA1
4010,4010,PRR14
4011,4011,ZNF708
4012,4012,AHSA1
4013,4013,MAGED1
4014,4014,BAMBI
4015,4015,CBWD2
4016,4016,DPY19L4
4017,4017,RPS6KA3
4018,4018,IRF2BP2
4019,4019,ZNF124
4020,4020,ROCK2
4021,4021,ECI2
4022,4022,FAM21C
4023,4023,TACC3
4024,4024,USP36
4025,4025,OCRL
4026,4026,MYO1G
4027,4027,KCTD3
4028,4028,CHMP1B
4029,4029,TOP3B
4030,4030,BCKDK
4031,4031,LIPA
4032,4032,SUPT5H
4033,4033,LEMD2
4034,4034,CD33
4035,4035,POU2F2
4036,4036,ZNF516
4037,4037,DNM2
4038,4038,KCNC3
4039,4039,GLUL
4040,4040,MOB1A
4041,4041,ZNF44
4042,4042,F2RL2
4043,4043,MTCH2
4044,4044,PTPRM
4045,4045,NDUFA10
4046,4046,WDR73
4047,4047,CTSZ
4048,4048,ZNF593
4049,4049,HNRNPD
4050,4050,LARP7
4051,4051,LEF1
4052,4052,HIBADH
4053,4053,AKR1A1
4054,4054,JOSD2
4055,4055,NCKAP1
4056,4056,AGFG2
4057,4057,RRM2
4058,4058,ADA
4059,4059,UBE2J1
4060,4060,PDDC1
4061,4061,VRK3
4062,4062,MAGEF1
4063,4063,CHCHD1
4064,4064,LAPTM4B
4065,4065,SMARCB1
4066,4066,BCL2L13
4067,4067,PRDM5
4068,4068,LIG4
4069,4069,PPFIA1
4070,4070,RNF126
4071,4071,PSMD2
4072,4072,NDUFV2
4073,4073,TMEM141
4074,4074,U2SURP
4075,4075,DECR2
4076,4076,TRIM22
4077,4077,TROVE2
4078,4078,DCTN5
4079,4079,UPF3B
4080,4080,STT3B
4081,4081,BLK
4082,4082,ARMCX1
4083,4083,TMUB2
4084,4084,IGFBP5
4085,4085,MRPS15
4086,4086,CHCHD10
4087,4087,ZC3HAV1
4088,4088,IGSF8
4089,4089,TYMP
4090,4090,PLAT
4091,4091,MAPRE1
4092,4092,MCM8
4093,4093,CAT
4094,4094,CCDC97
4095,4095,TNFRSF25
4096,4096,LYN
4097,4097,PRKACA
4098,4098,EHD2
4099,4099,PPP1R18
4100,4100,GPCPD1
4101,4101,TCOF1
4102,4102,LST1
4103,4103,RNF26
4104,4104,KIAA0753
4105,4105,PCNXL4
4106,4106,SNX2
4107,4107,FAM114A1
4108,4108,MVP
4109,4109,ORMDL3
4110,4110,NUDT9
4111,4111,NUDT1
4112,4112,TRNP1
4113,4113,ASNA1
4114,4114,COA4
4115,4115,SH3GL1
4116,4116,GYG2
4117,4117,TIAL1
4118,4118,CCDC43
4119,4119,FOXP1
4120,4120,ZDHHC4
4121,4121,CBWD1
4122,4122,BCL7B
4123,4123,MRPS2
4124,4124,KPNA3
4125,4125,IL2RG
4126,4126,GLYR1
4127,4127,RAB27A
4128,4128,MZT2A
4129,4129,TNFAIP2
4130,4130,MBLAC2
4131,4131,ZNF311
4132,4132,NPAT
4133,4133,LMCD1
4134,4134,NARF
4135,4135,AKR1B1
4136,4136,RALGDS
4137,4137,GART
4138,4138,TRA2A
4139,4139,WDR27
4140,4140,WDR26
4141,4141,C9orf16
4142,4142,SNRNP40
4143,4143,SLC52A2
4144,4144,CDT1
4145,4145,FBXL19
4146,4146,SKIV2L
4147,4147,BRCC3
4148,4148,HIST2H2AA4_ENSG00000272196
4149,4149,PCED1A
4150,4150,RNPEPL1
4151,4151,UBALD1
4152,4152,CEBPD
4153,4153,PHLPP1
4154,4154,SLC35F6
4155,4155,ELF2
4156,4156,POLE2
4157,4157,SLC12A2
4158,4158,P2RX7
4159,4159,ZNF273
4160,4160,WBP11
4161,4161,FSTL1
4162,4162,SYT11
4163,4163,P3H4
4164,4164,ZNF232
4165,4165,FBXO6
4166,4166,RRAGC
4167,4167,INPP4B
4168,4168,RAB21
4169,4169,ATG7
4170,4170,ZFY
4171,4171,E2F3
4172,4172,WDR74
4173,4173,EPB41L2
4174,4174,PDHA1
4175,4175,ZMIZ1
4176,4176,SGTB
4177,4177,NAA35
4178,4178,ELOVL1
4179,4179,CEP85
4180,4180,ALG8
4181,4181,RPS4Y1
4182,4182,SLC45A4
4183,4183,RTN3
4184,4184,CCL2
4185,4185,TXNL1
4186,4186,SELENBP1
4187,4187,MOCS2
4188,4188,ARMC10
4189,4189,CASKIN2
4190,4190,MED16
4191,4191,FSCN1
4192,4192,C5orf22
4193,4193,SS18L2
4194,4194,FAM168A
4195,4195,FBLN1
4196,4196,CINP
4197,4197,PKD2
4198,4198,SAC3D1
4199,4199,HS3ST1
4200,4200,ENDOV
4201,4201,GINS2
4202,4202,PDE4A
4203,4203,MPZL1
4204,4204,PCGF3
4205,4205,MXI1
4206,4206,SCARB2
4207,4207,LAPTM4A
4208,4208,CD72
4209,4209,FZR1
4210,4210,GIPC1
4211,4211,ZBTB7B
4212,4212,S1PR2
4213,4213,FAM229A
4214,4214,SYPL1
4215,4215,CD83
4216,4216,OSBPL2
4217,4217,PPIF
4218,4218,RANGAP1
4219,4219,FAHD2B
4220,4220,BRD2
4221,4221,GNL1
4222,4222,STX8
4223,4223,TST
4224,4224,GPT
4225,4225,COX19
4226,4226,GGT7
4227,4227,ZNF76
4228,4228,RBM28
4229,4229,FBXW2
4230,4230,GLO1
4231,4231,ABTB1
4232,4232,MYEOV
4233,4233,RAB14
4234,4234,TOR4A
4235,4235,WDR37
4236,4236,NOTCH2
4237,4237,PDE4DIP
4238,4238,BPGM
4239,4239,TMEM55A
4240,4240,ERC1
4241,4241,RIOK3
4242,4242,LMTK2
4243,4243,KCNE3
4244,4244,SLBP
4245,4245,TEAD3
4246,4246,SNHG17
4247,4247,BRPF3
4248,4248,ITIH6
4249,4249,PGD
4250,4250,FOXP4
4251,4251,TIA1
4252,4252,UNG
4253,4253,SP4
4254,4254,INTS12
4255,4255,RPUSD3
4256,4256,ST3GAL5
4257,4257,SPAG5
4258,4258,RNF145
4259,4259,TECPR1
4260,4260,FEN1
4261,4261,LRRC8D
4262,4262,LPHN2
4263,4263,NR3C1
4264,4264,RP4-644L1.2
4265,4265,C8orf82
4266,4266,CEP44
4267,4267,PCBD2
4268,4268,ZNF549
4269,4269,PAX5
4270,4270,ERICH1
4271,4271,PIP5K1C
4272,4272,INPP5F
4273,4273,CERCAM
4274,4274,SULT1A4
4275,4275,SENP2
4276,4276,TMEM223
4277,4277,B4GALT1
4278,4278,DEDD2
4279,4279,HCST
4280,4280,FOSB
4281,4281,ENAH
4282,4282,PEA15
4283,4283,ZNF416
4284,4284,KPNA4
4285,4285,GTF2IRD2
4286,4286,MRPL50
4287,4287,TTYH2
4288,4288,DDX58
4289,4289,PEX13
4290,4290,GPR107
4291,4291,SSH2
4292,4292,SELM
4293,4293,UBR7
4294,4294,SLC12A6
4295,4295,HPCAL1
4296,4296,CTSA
4297,4297,TLR2
4298,4298,VOPP1
4299,4299,RFNG
4300,4300,SMC2
4301,4301,STK16
4302,4302,OGFOD1
4303,4303,ATMIN
4304,4304,TTC7A
4305,4305,MCOLN1
4306,4306,PMF1
4307,4307,CAPN10
4308,4308,FRMD4B
4309,4309,TERF2IP
4310,4310,TRPM7
4311,4311,UGP2
4312,4312,ZFP36
4313,4313,RNF40
4314,4314,ARHGEF17
4315,4315,KLHL24
4316,4316,IQCC
4317,4317,TEAD1
4318,4318,TRIM63
4319,4319,NMB
4320,4320,KIAA0232
4321,4321,ATPAF2
4322,4322,HRSP12
4323,4323,C5orf51
4324,4324,HNRNPF
4325,4325,DMTF1
4326,4326,MAL
4327,4327,RBM4
4328,4328,SIAH1
4329,4329,SNW1
4330,4330,MAGEA6
4331,4331,HOXC9
4332,4332,RGS4
4333,4333,ARL17A
4334,4334,FPR3
4335,4335,MUT
4336,4336,INTS8
4337,4337,CPT2
4338,4338,ZC3H18
4339,4339,BTN2A2
4340,4340,NCSTN
4341,4341,DESI2
4342,4342,MBD4
4343,4343,DPP7
4344,4344,RP11-775C24.5
4345,4345,MESDC1
4346,4346,LINC01138
4347,4347,MANEA
4348,4348,AP5M1
4349,4349,MON1B
4350,4350,MRPL22
4351,4351,BLVRA
4352,4352,AP1G2
4353,4353,KCTD2
4354,4354,HARS
4355,4355,ENG
4356,4356,ATP2C1
4357,4357,CHST10
4358,4358,MLST8
4359,4359,LILRB5
4360,4360,TRAPPC3
4361,4361,TOMM5
4362,4362,MOB1B
4363,4363,SYDE1
4364,4364,AIM2
4365,4365,CC2D1B
4366,4366,UHRF1
4367,4367,AIMP1
4368,4368,CBFA2T2
4369,4369,CSNK1G3
4370,4370,ALOX5AP
4371,4371,RNF24
4372,4372,VASH1
4373,4373,MLXIP
4374,4374,MRPL41
4375,4375,GLT8D1
4376,4376,ATF6
4377,4377,SPRY1
4378,4378,FCGR1A
4379,4379,PTCD3
4380,4380,FAM189B
4381,4381,EFCAB11
4382,4382,CDKN3
4383,4383,MCM2
4384,4384,RAB8A
4385,4385,NXF1
4386,4386,ZNF281
4387,4387,SNX11
4388,4388,LDLRAD4
4389,4389,MGAT2
4390,4390,PPP1R1C
4391,4391,CARS
4392,4392,ADRBK1
4393,4393,CDC25B
4394,4394,PAFAH2
4395,4395,KIAA1551
4396,4396,CENPK
4397,4397,NBAS
4398,4398,APTX
4399,4399,TBC1D20
4400,4400,BRAT1
4401,4401,FGF2
4402,4402,IP6K1
4403,4403,RC3H2
4404,4404,RBM15
4405,4405,STAT5A
4406,4406,GSTT2
4407,4407,ZC3H12C
4408,4408,SLC25A40
4409,4409,STX5
4410,4410,HHEX
4411,4411,MRPL44
4412,4412,LINC00920
4413,4413,PPA1
4414,4414,PRPF40A
4415,4415,IRX5
4416,4416,OPA1
4417,4417,RHBDD3
4418,4418,SPDL1
4419,4419,GSTZ1
4420,4420,LRRC25
4421,4421,ARL6IP6
4422,4422,RPF2
4423,4423,ZBTB14
4424,4424,FAM215B
4425,4425,MICA
4426,4426,SP3
4427,4427,XPC
4428,4428,LINC01128
4429,4429,CLEC2D
4430,4430,TMEM150A
4431,4431,MYO1B
4432,4432,BCL3
4433,4433,REPIN1
4434,4434,MAP6D1
4435,4435,MAPKAP1
4436,4436,HSD17B12
4437,4437,IPO5
4438,4438,S100PBP
4439,4439,FANCD2
4440,4440,C16orf72
4441,4441,CMSS1
4442,4442,SPRN
4443,4443,USP34
4444,4444,KIF5C
4445,4445,ZNF26
4446,4446,PLAUR
4447,4447,PLEKHF2
4448,4448,WAPAL
4449,4449,C8orf33
4450,4450,METTL5
4451,4451,BTG2
4452,4452,NUP133
4453,4453,ATRX
4454,4454,RYK
4455,4455,STC1
4456,4456,RBM42
4457,4457,ZDHHC8
4458,4458,DEPDC5
4459,4459,FAM57A
4460,4460,CHMP3
4461,4461,POU2F1
4462,4462,IMP4
4463,4463,WHSC1
4464,4464,DLG1
4465,4465,RIC8B
4466,4466,LIN7B
4467,4467,CDKN2D
4468,4468,ANKRD28
4469,4469,C16orf45
4470,4470,CH507-154B10.2
4471,4471,PARP16
4472,4472,PRRC2C
4473,4473,NPHP3
4474,4474,SH3RF1
4475,4475,ANKRD44
4476,4476,SYAP1
4477,4477,CEP57
4478,4478,SLAMF8
4479,4479,DTX3L
4480,4480,SULT1A1
4481,4481,PABPC1L
4482,4482,EFNB3
4483,4483,MGST3
4484,4484,ABCA1
4485,4485,ARHGEF12
4486,4486,KDM5A
4487,4487,TRIAP1
4488,4488,BAG3
4489,4489,BCKDHB
4490,4490,TOMM34
4491,4491,PTAR1
4492,4492,ZDHHC5
4493,4493,HSD3B7
4494,4494,CCS
4495,4495,DCAF11
4496,4496,USP19
4497,4497,PPP2R5D
4498,4498,ARHGEF26
4499,4499,LNPEP
4500,4500,C3orf58
4501,4501,EIF3A
4502,4502,GGCT
4503,4503,FAM133B
4504,4504,TBC1D23
4505,4505,PASK
4506,4506,PPP3R1
4507,4507,FGD2
4508,4508,UTRN
4509,4509,FECH
4510,4510,MRE11A
4511,4511,KRTCAP2
4512,4512,SLC44A3
4513,4513,CPQ
4514,4514,GOPC
4515,4515,BTBD1
4516,4516,ZDHHC21
4517,4517,HAT1
4518,4518,CENPI
4519,4519,ZADH2
4520,4520,CCNDBP1
4521,4521,ANKRD36
4522,4522,MPDU1
4523,4523,SNX4
4524,4524,C12orf10
4525,4525,ST6GALNAC3
4526,4526,TTC23
4527,4527,ACVR1B
4528,4528,RRP12
4529,4529,TFPI2
4530,4530,FAM98C
4531,4531,TMOD2
4532,4532,MGME1
4533,4533,FKBP8
4534,4534,MOAP1
4535,4535,SMYD2
4536,4536,RARG
4537,4537,TCP1
4538,4538,ALAD
4539,4539,UBE2N
4540,4540,RBBP5
4541,4541,NEK2
4542,4542,FAM136A
4543,4543,HDGFRP2
4544,4544,AGMO
4545,4545,NDRG2
4546,4546,ATG101
4547,4547,MFSD12
4548,4548,OCIAD1
4549,4549,SGCB
4550,4550,GK
4551,4551,NUCB1
4552,4552,GMEB1
4553,4553,AIDA
4554,4554,DENND5A
4555,4555,ACCS
4556,4556,PRRC2A
4557,4557,THUMPD3
4558,4558,PCIF1
4559,4559,ZCCHC24
4560,4560,CRYAB
4561,4561,FUZ
4562,4562,KIT
4563,4563,CAMSAP2
4564,4564,TLN1
4565,4565,DPM2
4566,4566,ERCC4
4567,4567,C4B
4568,4568,DCTPP1
4569,4569,USP40
4570,4570,OXCT1
4571,4571,HOMEZ
4572,4572,PIP4K2B
4573,4573,SLC16A1
4574,4574,MYPOP
4575,4575,SLC30A8
4576,4576,GAGE12D
4577,4577,RP11-211G23.2
4578,4578,C19orf12
4579,4579,EIF4E
4580,4580,PDHB
4581,4581,SMURF2
4582,4582,LPCAT4
4583,4583,RFC2
4584,4584,AHCTF1
4585,4585,RNF220
4586,4586,POP4
4587,4587,MED24
4588,4588,CLEC1A
4589,4589,NIN
4590,4590,MFSD11
4591,4591,LINC00294
4592,4592,SAV1
4593,4593,R3HDM4
4594,4594,FOXK2
4595,4595,CXCL11
4596,4596,IDH2
4597,4597,NUP210
4598,4598,SPRY4-IT1
4599,4599,EZH1
4600,4600,HDHD2
4601,4601,RRM2B
4602,4602,PTPN6
4603,4603,NOP58
4604,4604,NDUFA8
4605,4605,RALGPS2
4606,4606,MAD2L2
4607,4607,FKBP3
4608,4608,SRP54
4609,4609,ETV2
4610,4610,HYAL2
4611,4611,ZPR1
4612,4612,CNOT8
4613,4613,HIVEP3
4614,4614,DANCR
4615,4615,TBC1D22B
4616,4616,RAB2B
4617,4617,TAGLN2
4618,4618,TMEM126B
4619,4619,XPNPEP1
4620,4620,SHISA4
4621,4621,FAM173B
4622,4622,PDCD6IP
4623,4623,C2
4624,4624,WNK4
4625,4625,SPDYE2B
4626,4626,ZNF358
4627,4627,TEX261
4628,4628,RFX1
4629,4629,NUP88
4630,4630,SMC1A
4631,4631,CSRP1
4632,4632,MATR3_ENSG00000280987
4633,4633,S100A16
4634,4634,NUDCD2
4635,4635,GLIPR2
4636,4636,ERP44
4637,4637,FAM200B
4638,4638,EID2
4639,4639,SLC29A1
4640,4640,PSMC5
4641,4641,MOB4
4642,4642,PSMD10
4643,4643,PYCR1
4644,4644,IL11RA
4645,4645,WDR48
4646,4646,CYLD
4647,4647,RPARP-AS1
4648,4648,B4GALNT4
4649,4649,MEF2C
4650,4650,IQGAP3
4651,4651,MTFR1
4652,4652,TSNAXIP1
4653,4653,FANCL
4654,4654,TBC1D9B
4655,4655,KIFAP3
4656,4656,DCTN3
4657,4657,NUPL2
4658,4658,SNX21
4659,4659,CARKD
4660,4660,SREBF1
4661,4661,GPS2
4662,4662,C12orf49
4663,4663,DBI
4664,4664,EDEM3
4665,4665,SEPT8
4666,4666,LTBP3
4667,4667,SFXN1
4668,4668,IL1RAP
4669,4669,PHF14
4670,4670,YTHDC1
4671,4671,DNAJC2
4672,4672,RIF1
4673,4673,SLC35F5
4674,4674,LARP1B
4675,4675,CES2
